university_name,university_domain,program_name,course_id,course_name,description,credits,level,verified_url,skills
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4013,ECE Culminating Design I,"First course in a culminating design sequence.  Student teams design, build, test, document, demonstrate prototype system reflective of knowledge gained as an undergraduate engineering student.",1,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Design, Build, Test, Documentation, Demonstration, Prototyping, Team Collaboration, Project Management"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4014,ECE Culminating Design II,"Second course in a culminating design sequence.  Student teams design, build, test, document, demonstrate prototype system reflective of knowledge gained as an undergraduate engineering student.",2,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Design, Build, Test, Documentation, Demonstration, Prototyping, Teamwork, Project Management, Systems Engineering, Technical Writing, Oral Presentation"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4015,ECE-Only Single-Semester Capstone Design,"A single-semester ECE culminating design experience forming ECE-only teams, proposing, prototyping, testing, demonstrating, formally presenting and documenting projects incorporating engineering standards and realistic constraints.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Hardware Prototyping, Circuit Testing, System Demonstration, Technical Presentation, Technical Documentation, Engineering Standards Compliance, Project Planning, Team Collaboration, Requirements Analysis, Design Review"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4043,Senior Analog Electronics Laboratory,Experiments in analog electronics using discrete devices and off-the-shelf integrated circuits.,2,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Analog Electronics, Discrete Devices, Integrated Circuits, Circuit Design, Electrical Engineering"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4053,Research Methods,"Course provides methods and practices for literature searching, reference management, and summary preparation. Coverage  includes journals, conferences, theses, patents, grants, roadmaps, and companies.",2,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Research Methods, Literature Review, Reference Management, Technical Writing, Academic Writing, Thesis Writing, Patent Law, Intellectual Property (IP), Grant Writing, Product Roadmapping, Market Research"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4100,Advanced Computer Architecture,"Comprehensive coverage of the architecture and system issues that confront the design of high-performance workstation/PC computer architectures with emphasis on quantitative evaluation. Credit is not allowed for both ECE 4100 and any of the following courses: ECE 6100 , CS 4290 , CS 6290 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Computer Architecture, High-Performance Workstation Architecture, High-Performance PC Architecture, Quantitative Performance Evaluation, System Design, Performance Modeling"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4112,Internetwork Security,"Hands-on experimentation and evaluation of internet security theory, principles, and practices. Laboratory component involves implementing both defensive and offensive security techniques. Credit not awarded for both ECE 4112 and ECE 4115 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Internet Security Theory, Internet Security Principles, Internet Security Practices, Defensive Security Techniques, Offensive Security Techniques"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4115,Introduction to Computer Security,Introductory topics in computer security are presented with an emphasis on fundamental security primitives and current security challenges facing society. Credit not awarded for both ECE 4115 and ECE 4112 .,4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Computer Security, Security Primitives"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4117,Introduction to Malware Reverse Engineering,"This course exposes students to an immersive, hands-on experience in the dissection and analysis of the code, structure, and functionality of malicious software.",4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Malware analysis, Reverse engineering, Static analysis, Dynamic analysis, Disassembly, Debugging, Assembly language, Binary analysis, YARA rules, Sandboxing, Threat intelligence, Memory forensics, Packer detection, Code review"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4122,Advanced Programming Techniques for Engineering Applications,"Course covers a number of programming techniques for distributed and parallel computing and other advanced methods, such as multiprecision arithmetic and nonblocking I/O. Credit not awarded for ECE 4122 and ECE 6122 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Distributed Computing, Parallel Computing, Multiprecision Arithmetic, Nonblocking I/O"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4130,Advanced VLSI Systems,"An advanced treatment of VLSI systems analysis, design, and testing with emphasis on complex systems and how they are incorporated into a silicon environment. Credit is not allowed for both ECE 4130 and ECE 6130 .",4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"VLSI, VLSI Design, VLSI Testing, VLSI Systems Analysis, Integrated Circuit Design, Silicon Design, Circuit Design, Complex Systems Analysis"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4147,Adv Malware Analysis,This course covers advanced approaches for the analysis of malicious software and explores recent research and unsolved problems in software protection and forensics.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Malware analysis, Reverse engineering, Static analysis, Dynamic analysis, Behavioral analysis, Code obfuscation, Packing, Unpacking, YARA rules, Sigma rules, Sandboxing, Memory forensics, Binary analysis, Exploit analysis, Threat hunting, Incident response, Malware classification, Malware detection, Malware signatures, Malware obfuscation, Malware evasion techniques, Software protection, Tamper-proofing, Watermarking, Forensic analysis, Memory dump analysis, Network forensics, Log analysis, Malware behavior monitoring, Malware static analysis, Malware dynamic analysis, Malware unpacking, Malware packing, Malware deobfuscation, Malware attribution, Malware threat intelligence, Malware hunting, Cuckoo Sandbox, Volatility, IDA Pro, Ghidra, OllyDbg, x64dbg, Binary diffing, Control flow analysis, Data flow analysis, Signature-based detection, Heuristic detection, Machine learning for malware detection, PE file analysis, ELF analysis, Mach-O analysis, API monitoring, System call tracing, Registry analysis, File system forensics, Network traffic analysis, Packet capture (PCAP), Intrusion detection, Malware persistence mechanisms, Rootkit analysis, Bootkit analysis, Exploit development, Vulnerability analysis, Exploit mitigation, Sandbox evasion, Anti-analysis techniques"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4156,Hardware-Oriented Security and Trust,"Fundamental concepts, foundation, and methodologies for the design of trustworthy circuits including protection of the
hardware platform against tampering. Physical cloning of cryptographic VLSI circuits.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Trustworthy Circuit Design, Hardware Security, Tamper Protection, Physical Cloning, Cryptographic VLSI Design, VLSI Circuit Design, Cryptographic Hardware Design, Hardware Platform Protection, Tamper-Resistant Design"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4180,Embedded Systems Design,"Processors, chipsets, busses, and I/O devices for high-ended embedded systems. Embedded operating systems; device drivers and applications for embedded systems.",4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Processors, Chipsets, Buses, I/O Devices, Embedded Operating Systems, Device Drivers, Embedded Applications"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4181,Embedded Computing Systems,"Algorithms and methodologies for the design of real-time, low-power embedded computing systems.",4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Embedded Systems, Real-time Systems, Low-power Design, Algorithms, Embedded Computing"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4252,Fundamentals of Machine Learning (FunML),An introduction to the fundamentals and applications of Machine Learning. Students cannot receive credit for both ECE 4252 and CS 4641 .,3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,Machine Learning
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4258,Digital Image Processing,An introduction to the Fundamentals of Image Processing.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,Image Processing
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4260,Random Signals and Applications,"Introduction to random signals and processes with emphasis on applications in ECE.  Includes basic estimation theory, linear prediction, and statistical modeling.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Random Signals, Random Processes, Estimation Theory, Linear Prediction, Statistical Modeling"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4270,Fundamentals of Digital Signal Processing,"Introduction to digital signal processing. Sampling theorem, discrete-time Fourier transform. Power spectrum, discrete Fourier transform and the FFT algorithm, Z-transform, digital filter design and implementation.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Sampling theorem, Discrete-time Fourier transform, Power spectrum, Discrete Fourier transform, FFT algorithm, Z-transform, Digital filter design, Digital filter implementation"
